Column1,X,date,year,day,hhmmss,pixel_number,BH_Block,BH_Vine,BH_Leaf,round,E,A,Ci,gsw,Fv.Fm,Leaf_wp_bar,Stem_wp_bar,Leak,wrong_vine,Tleaf,leaf_temp_C
3758,2644,7/25/2019,2019,206,4:25:24 PM,48,B2_R3,2,3,5,0.006377475,8.654494907,263.8132587,0.129657406,0.828194567,NA,NA,NA,NA,NA,NA
1892,946,NA,2019,227,NA,48,B2_R3,2,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3779,2665,7/25/2019,2019,206,8:36:38 AM,48,B2_R3,4,3,2,0.004257262,12.74942834,276.7766794,0.192003313,0.828194567,NA,NA,NA,NA,NA,NA
1894,947,NA,2019,227,NA,48,B2_R3,2,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3780,2666,7/25/2019,2019,206,8:55:01 AM,48,B2_R3,4,3,3,0.003914413,11.97401621,220.5685419,0.120730565,0.8031225,NA,NA,NA,NA,NA,NA
1896,948,NA,2019,227,NA,48,B2_R3,2,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3781,2667,7/25/2019,2019,206,12:50:01 PM,48,B2_R3,4,3,4,0.005879993,10.51139576,227.5176248,0.118028027,0.780944786,NA,NA,NA,NA,NA,NA
1898,949,NA,2019,227,NA,48,B2_R3,2,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3782,2668,7/25/2019,2019,206,4:30:14 PM,48,B2_R3,4,3,5,0.006496693,10.21144016,240.3845813,0.12619503,0.828194567,NA,NA,NA,NA,NA,NA
1900,950,NA,2019,227,NA,48,B2_R3,2,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3791,2677,7/25/2019,2019,206,8:42:23 AM,48,B2_R3,5,3,2,0.004332866,13.0989529,274.6126271,0.193601189,0.828194567,NA,NA,NA,NA,NA,NA
1902,951,NA,2019,232,NA,48,B2_R3,2,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3792,2678,7/25/2019,2019,206,8:47:27 AM,48,B2_R3,5,3,3,0.00671063,15.51822888,268.2343831,0.228133216,0.8031225,NA,NA,NA,NA,NA,NA
1904,952,NA,2019,232,NA,48,B2_R3,2,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3793,2679,7/25/2019,2019,206,12:44:02 PM,48,B2_R3,5,3,4,0.005733326,11.08963475,211.4007181,0.116190442,0.780944786,NA,NA,NA,NA,NA,NA
1906,953,NA,2019,232,NA,48,B2_R3,2,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3794,2680,7/25/2019,2019,206,4:35:42 PM,48,B2_R3,5,3,5,0.005611488,7.002996488,259.3625344,0.102504034,0.828194567,NA,NA,NA,NA,NA,NA
1908,954,NA,2019,232,NA,48,B2_R3,2,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3815,2701,7/25/2019,2019,206,8:05:20 AM,27,B3_R1,1,3,2,0.003166763,12.90839999,249.2661689,0.152694718,0.828194567,NA,NA,NA,NA,NA,NA
1910,955,NA,2019,232,NA,48,B2_R3,2,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3816,2702,7/25/2019,2019,206,9:13:51 AM,27,B3_R1,1,3,3,0.006566618,14.77045834,282.0657574,0.242747123,0.8031225,NA,NA,NA,NA,NA,NA
3817,2703,7/25/2019,2019,206,12:34:49 PM,27,B3_R1,1,3,4,0.007300085,13.94582608,241.6862839,0.171184736,0.780944786,NA,NA,NA,NA,NA,NA
3818,2704,7/25/2019,2019,206,5:28:25 PM,27,B3_R1,1,3,5,0.007921714,9.569616556,277.8099541,0.165331407,0.828194567,NA,NA,NA,NA,NA,NA
3839,2725,7/25/2019,2019,206,8:12:08 AM,27,B3_R1,3,3,2,0.004337316,14.75722171,272.2159433,0.216679871,0.828194567,NA,NA,NA,NA,NA,NA
3840,2726,7/25/2019,2019,206,9:19:44 AM,27,B3_R1,3,3,3,0.006661252,17.70369514,240.4202367,0.209882784,0.8031225,NA,NA,NA,NA,NA,NA
3841,2727,7/25/2019,2019,206,12:28:36 PM,27,B3_R1,3,3,4,0.007605854,16.23895753,241.7454681,0.19739693,0.780944786,NA,NA,NA,NA,NA,NA
3842,2728,7/25/2019,2019,206,5:34:06 PM,27,B3_R1,3,3,5,0.007354538,12.98114177,262.6606452,0.185942462,0.828194567,NA,NA,NA,NA,NA,NA
3875,2761,7/25/2019,2019,206,8:18:07 AM,27,B3_R1,6,3,2,0.004498797,14.41383767,277.1024614,0.219282645,0.828194567,NA,NA,NA,NA,NA,NA
3876,2762,7/25/2019,2019,206,9:21:33 AM,27,B3_R1,6,3,3,0.008021895,17.47435121,252.9789213,0.233090101,0.8031225,NA,NA,NA,NA,NA,NA
3877,2763,7/25/2019,2019,206,12:21:16 PM,27,B3_R1,6,3,4,0.006735593,12.6575985,259.0072748,0.177875244,0.780944786,NA,NA,NA,NA,NA,NA
3878,2764,7/25/2019,2019,206,5:40:36 PM,27,B3_R1,6,3,5,0.006839723,11.83806195,258.1141224,0.164333663,0.828194567,NA,NA,NA,NA,NA,NA
1922,961,NA,2019,206,NA,48,B2_R3,3,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3899,2785,7/25/2019,2019,206,1:24:14 PM,45,B3_R2,2,3,2,0.002178836,9.722694961,248.9705671,0.113307296,0.8031225,NA,NA,NA,NA,NA,NA
1924,962,NA,2019,206,NA,48,B2_R3,3,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3900,2786,7/25/2019,2019,206,10:30:59 AM,45,B3_R2,2,3,3,0.005440934,14.81857463,247.4021777,0.186342372,0.780944786,NA,NA,NA,NA,NA,NA
1926,963,NA,2019,206,NA,48,B2_R3,3,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3901,2787,7/25/2019,2019,206,12:46:59 PM,45,B3_R2,2,3,4,0.007504913,14.22955561,244.8216674,0.178145672,0.828194567,NA,NA,NA,NA,NA,NA
1928,964,NA,2019,206,NA,48,B2_R3,3,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3902,2788,7/25/2019,2019,206,2:25:57 PM,45,B3_R2,2,3,5,0.006028308,6.831474555,281.6667798,0.123049484,0.8031225,NA,NA,NA,NA,NA,NA
1930,965,NA,2019,206,NA,48,B2_R3,3,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3911,2797,7/25/2019,2019,206,1:17:39 PM,45,B3_R2,3,3,2,0.003981664,13.34360587,298.3503014,0.249475793,0.8031225,NA,NA,NA,NA,NA,NA
3912,2798,7/25/2019,2019,206,10:24:45 AM,45,B3_R2,3,3,3,0.00722662,19.39393383,252.5128466,0.25573143,0.780944786,NA,NA,NA,NA,NA,NA
3913,2799,7/25/2019,2019,206,12:54:11 PM,45,B3_R2,3,3,4,0.008550497,14.0859615,263.7549785,0.207300161,0.828194567,NA,NA,NA,NA,NA,NA
3914,2800,7/25/2019,2019,206,2:30:59 PM,45,B3_R2,3,3,5,0.005479103,7.209549064,271.3275629,0.114931144,0.8031225,NA,NA,NA,NA,NA,NA
3935,2821,7/25/2019,2019,206,1:11:14 PM,45,B3_R2,5,3,2,0.003046706,11.7249457,264.7470084,0.158866899,0.8031225,NA,NA,NA,NA,NA,NA
3936,2822,7/25/2019,2019,206,10:18:52 AM,45,B3_R2,5,3,3,0.008367077,23.81541831,261.2320727,0.34303449,0.780944786,NA,NA,NA,NA,NA,NA
3937,2823,7/25/2019,2019,206,1:04:34 PM,45,B3_R2,5,3,4,0.006640705,9.938278133,255.5649193,0.137952864,0.828194567,NA,NA,NA,NA,NA,NA
3938,2824,7/25/2019,2019,206,2:36:15 PM,45,B3_R2,5,3,5,0.005648607,7.087515902,266.8766193,0.11062302,0.8031225,NA,NA,NA,NA,NA,NA
3971,2857,7/25/2019,2019,206,8:20:26 AM,54,B3_R3,2,3,2,0.005045072,12.62895563,305.6410537,0.269768996,0.780944786,NA,NA,NA,NA,NA,NA
3972,2858,7/25/2019,2019,206,11:01:54 AM,54,B3_R3,2,3,3,0.006995734,15.70592173,260.3301356,0.216030257,0.828194567,NA,NA,NA,NA,NA,NA
3973,2859,7/25/2019,2019,206,10:33:37 AM,54,B3_R3,2,3,4,0.006120405,10.44800316,291.3259426,0.192580388,0.8031225,NA,NA,NA,NA,NA,NA
1942,971,NA,2019,213,NA,48,B2_R3,3,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3974,2860,7/25/2019,2019,206,4:49:41 PM,54,B3_R3,2,3,5,0.007708373,13.16360652,268.7796948,0.202424454,0.780944786,NA,NA,NA,NA,NA,NA
1944,972,NA,2019,213,NA,48,B2_R3,3,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3995,2881,7/25/2019,2019,206,8:14:53 AM,54,B3_R3,4,3,2,0.00217483,9.592691803,246.9456094,0.113613598,0.780944786,NA,NA,NA,NA,NA,NA
1946,973,NA,2019,213,NA,48,B2_R3,3,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3996,2882,7/25/2019,2019,206,11:07:22 AM,54,B3_R3,4,3,3,0.006768865,14.93299054,259.5039954,0.204511396,0.828194567,NA,NA,NA,NA,NA,NA
1948,974,NA,2019,213,NA,48,B2_R3,3,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3997,2883,7/25/2019,2019,206,10:29:45 AM,54,B3_R3,4,3,4,0.004689461,11.13398961,237.2232765,0.127592791,0.8031225,NA,NA,NA,NA,NA,NA
1950,975,NA,2019,213,NA,48,B2_R3,3,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
3998,2884,7/25/2019,2019,206,4:52:45 PM,54,B3_R3,4,3,5,0.003966418,6.766697933,257.4416325,0.092588474,0.780944786,NA,NA,NA,NA,NA,NA
4019,2905,7/25/2019,2019,206,8:07:26 AM,54,B3_R3,6,3,2,0.003553824,11.63670117,283.2140601,0.200732181,0.780944786,NA,NA,NA,NA,NA,NA
4020,2906,7/25/2019,2019,206,11:13:27 AM,54,B3_R3,6,3,3,0.006651276,17.23820431,242.167604,0.204305898,0.828194567,NA,NA,NA,NA,NA,NA
4021,2907,7/25/2019,2019,206,10:21:12 AM,54,B3_R3,6,3,4,0.008547504,15.68846054,285.8242628,0.277803687,0.8031225,NA,NA,NA,NA,NA,NA
4022,2908,7/25/2019,2019,206,4:55:26 PM,54,B3_R3,6,3,5,0.004909738,12.4497265,207.5791338,0.120144807,0.780944786,NA,NA,NA,NA,NA,NA
11,6,7/28/2019,2019,209,5:58:44 AM,34,B1_R2,1,1,1,0.000791173,2.040427968,344.6308788,0.072135803,0.818931809,3.7,NA,No,No,NA,NA
13,7,7/28/2019,2019,209,8:57:39 AM,34,B1_R2,1,1,2,0.00680786,14.6005658,284.282105,0.301549824,0.791868226,10.2,NA,No,No,NA,30.1
16,8,7/28/2019,2019,209,11:38:09 AM,34,B1_R2,1,1,3,0.005889281,9.067976102,227.1484884,0.111805043,-2.468867793,14.8,NA,No,No,NA,38
18,9,7/28/2019,2019,209,1:49:05 PM,34,B1_R2,1,1,4,0.005529316,7.344130693,257.275601,0.114216322,0.791868226,14.5,9.4,No,No,NA,41.1
20,10,7/28/2019,2019,209,4:44:25 PM,34,B1_R2,1,1,5,0.007198919,6.68016899,275.6557407,0.132036546,-2.468867793,13.2,NA,No,No,NA,37.4
191,96,7/28/2019,2019,209,5:55:38 AM,34,B1_R2,4,1,1,0.00059897,1.292354552,341.3714283,0.043152947,0.818536258,3,NA,No,No,NA,NA
194,97,7/28/2019,2019,209,8:51:04 AM,34,B1_R2,4,1,2,0.008486836,13.189425,293.5472007,0.315601629,0.791868226,6.9,NA,No,No,NA,31.4
195,98,7/28/2019,2019,209,11:33:27 AM,34,B1_R2,4,1,3,0.009908512,16.68843496,257.0685504,0.283630343,-2.468867793,15,NA,No,No,NA,32.2
197,99,7/28/2019,2019,209,1:43:41 PM,34,B1_R2,4,1,4,0.008665196,11.21262488,258.3165152,0.18810866,0.791868226,13.4,9.4,No,No,NA,37.9
199,100,7/28/2019,2019,209,4:39:19 PM,34,B1_R2,4,1,5,0.005414195,4.863178714,277.8646442,0.095782686,-2.468867793,14.8,NA,No,No,NA,34.2
251,126,7/28/2019,2019,209,5:53:19 AM,34,B1_R2,5,1,1,0.000892729,2.356993392,334.4546078,0.069998954,0.823782831,1.5,NA,No,No,NA,NA
253,127,7/28/2019,2019,209,8:44:31 AM,34,B1_R2,5,1,2,0.009830749,18.04783833,298.9255927,0.502736614,0.791868226,5.8,NA,No,No,NA,27.5
255,128,7/28/2019,2019,209,11:28:49 AM,34,B1_R2,5,1,3,0.014218409,19.69223772,282.8186564,0.492000072,-2.468867793,11.9,NA,No,No,NA,29.3
257,129,7/28/2019,2019,209,1:38:00 PM,34,B1_R2,5,1,4,0.018130427,17.74658679,293.2205484,0.548488772,0.791868226,12,6.3,No,No,NA,33
259,130,7/28/2019,2019,209,4:33:38 PM,34,B1_R2,5,1,5,0.012959329,15.90382636,268.4916411,0.321535233,-2.468867793,13,NA,No,No,NA,33.5
432,216,7/28/2019,2019,209,5:56:33 AM,55,B1_R3,2,1,1,0.000144347,-0.395901734,454.5322163,0.009897891,0.773311875,1.5,NA,No,No,NA,NA
1972,986,NA,2019,248,NA,48,B2_R3,3,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
434,217,7/28/2019,2019,209,9:45:25 AM,55,B1_R3,2,1,2,0.003917921,7.578665034,250.5948561,0.104272914,-2.468867793,14,NA,No,No,NA,31.3
1974,987,NA,2019,248,NA,48,B2_R3,3,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
436,218,7/28/2019,2019,209,12:01:58 PM,55,B1_R3,2,1,3,0.007870108,10.4037615,268.3196753,0.186112635,0.791868226,13.8,NA,No,No,NA,38.4
1976,988,NA,2019,248,NA,48,B2_R3,3,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
438,219,7/28/2019,2019,209,2:31:04 PM,55,B1_R3,2,1,4,0.006344683,7.641779477,260.6925291,0.125163412,-2.468867793,15.8,13.6,No,No,NA,37.5
1978,989,NA,2019,248,NA,48,B2_R3,3,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
440,220,7/28/2019,2019,209,5:11:30 PM,55,B1_R3,2,1,5,0.0038399,3.750151626,284.3496307,0.075092884,0.791868226,11.7,NA,No,No,NA,35.3
1980,990,NA,2019,248,NA,48,B2_R3,3,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
492,246,7/28/2019,2019,209,5:53:48 AM,55,B1_R3,3,1,1,0.000140133,-0.353813244,449.3245122,0.009635429,0.8179928,1.4,NA,No,No,NA,NA
494,247,7/28/2019,2019,209,9:40:01 AM,55,B1_R3,3,1,2,0.004025127,9.242295211,267.6410849,0.145872963,-2.468867793,13.5,NA,No,No,NA,30.6
496,248,7/28/2019,2019,209,11:56:57 AM,55,B1_R3,3,1,3,0.0074676,9.791454988,267.0345094,0.172772232,0.791868226,13,NA,No,No,NA,36.6
498,249,7/28/2019,2019,209,2:26:23 PM,55,B1_R3,3,1,4,0.006349221,7.064825207,274.5519118,0.132245144,-2.468867793,16.6,13.6,No,No,NA,38.7
500,250,7/28/2019,2019,209,5:05:24 PM,55,B1_R3,3,1,5,0.005045668,6.506579764,251.7870734,0.096886615,0.791868226,13,NA,No,No,NA,37.9
672,336,7/28/2019,2019,209,5:51:00 AM,55,B1_R3,6,1,1,6.98055e-05,-0.323603636,497.7611861,0.004804981,0.77461393,1.7,NA,No,No,NA,NA
674,337,7/28/2019,2019,209,9:34:14 AM,55,B1_R3,6,1,2,0.00383806,8.284473722,271.6746276,0.13477377,-2.468867793,14,NA,No,No,NA,29.6
676,338,7/28/2019,2019,209,11:50:50 AM,55,B1_R3,6,1,3,0.006238305,9.147198287,258.6991529,0.144209265,0.791868226,14.8,NA,No,No,NA,16.9
678,339,7/28/2019,2019,209,2:21:34 PM,55,B1_R3,6,1,4,0.005384189,6.587428269,274.1377598,0.118970832,-2.468867793,15,12.6,No,No,NA,37.7
680,340,7/28/2019,2019,209,4:58:03 PM,55,B1_R3,6,1,5,0.003799143,3.761782939,280.1629564,0.072089537,0.791868226,13.2,NA,No,No,NA,36.7
731,366,7/28/2019,2019,209,6:32:39 AM,67,B1_R4,1,1,1,0.00068563,1.422470141,342.0748267,0.048451333,0.810206786,2.4,NA,No,No,NA,NA
1992,996,NA,2019,209,NA,48,B2_R3,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
734,367,7/28/2019,2019,209,9:46:32 AM,67,B1_R4,1,1,2,0.004743123,9.036519939,271.1581089,0.151370248,0.791868226,10.9,NA,No,No,NA,34.8
1994,997,NA,2019,209,NA,48,B2_R3,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
735,368,7/28/2019,2019,209,12:17:01 PM,67,B1_R4,1,1,3,0.00555349,9.569439662,228.0181436,0.117345816,-2.468867793,15.1,NA,No,No,NA,36.7
1996,998,NA,2019,209,NA,48,B2_R3,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
738,369,7/28/2019,2019,209,2:34:47 PM,67,B1_R4,1,1,4,0.008796778,9.089564972,274.4048269,0.180305275,0.791868226,14.6,8.2,No,No,NA,41.5
1998,999,NA,2019,209,NA,48,B2_R3,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
740,370,7/28/2019,2019,209,5:23:29 PM,67,B1_R4,1,1,5,0.004703975,7.26146452,227.2955446,0.087705516,-2.468867793,15.3,NA,No,No,NA,37.2
2000,1000,NA,2019,209,NA,48,B2_R3,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
912,456,7/28/2019,2019,209,6:30:52 AM,67,B1_R4,4,1,1,0.000811404,2.178638179,334.2273286,0.063942434,0.810615726,4.6,NA,No,No,NA,NA
914,457,7/28/2019,2019,209,9:37:21 AM,67,B1_R4,4,1,2,0.006307604,13.36504777,259.8835052,0.212381699,0.791868226,11.8,NA,No,No,NA,30.8
916,458,7/28/2019,2019,209,12:09:52 PM,67,B1_R4,4,1,3,0.007385156,9.505019001,251.1131368,0.145766708,-2.468867793,15,NA,No,No,NA,33.6
918,459,7/28/2019,2019,209,2:28:30 PM,67,B1_R4,4,1,4,0.006016825,5.457848141,278.7490887,0.109371634,0.791868226,14.1,10.6,No,No,NA,39.5
920,460,7/28/2019,2019,209,5:19:16 PM,67,B1_R4,4,1,5,0.006296117,2.550630798,326.0209687,0.116153511,-2.468867793,15.9,NA,No,No,NA,37.1
1031,516,7/28/2019,2019,209,6:28:43 AM,67,B1_R4,6,1,1,0.000367185,2.899957367,207.078995,0.025587077,0.816036527,1.4,NA,No,No,NA,NA
1033,517,7/28/2019,2019,209,9:30:20 AM,67,B1_R4,6,1,2,0.004803801,13.93165778,235.3486894,0.17555947,0.791868226,11,NA,No,No,NA,29.6
1035,518,7/28/2019,2019,209,12:04:47 PM,67,B1_R4,6,1,3,0.00555495,7.477494757,234.8371023,0.097898188,-2.468867793,15.7,NA,No,No,NA,34
1037,519,7/28/2019,2019,209,2:22:19 PM,67,B1_R4,6,1,4,0.003714372,4.472761963,262.5594341,0.071030874,0.791868226,14.4,12.5,No,No,NA,40.1
1040,520,7/28/2019,2019,209,5:14:12 PM,67,B1_R4,6,1,5,0.002682691,1.702651239,310.7767253,0.049890646,-2.468867793,15.1,NA,No,No,NA,35.6
1152,576,7/28/2019,2019,209,5:36:46 AM,23,B2_R1,2,1,1,0.00020762,1.77449527,194.3490174,0.014493383,0.743673805,3.5,NA,No,No,NA,NA
2012,1006,NA,2019,227,NA,48,B2_R3,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1154,577,7/28/2019,2019,209,8:33:03 AM,23,B2_R1,2,1,2,0.005460712,12.19175425,275.4863652,0.218264997,0.791868226,5.6,NA,No,No,NA,31.3
2014,1007,NA,2019,227,NA,48,B2_R3,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1156,578,7/28/2019,2019,209,11:21:40 AM,23,B2_R1,2,1,3,0.011003915,13.83609802,288.1602651,0.331846465,-2.468867793,14.5,NA,No,No,NA,32.5
2016,1008,NA,2019,227,NA,48,B2_R3,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1158,579,7/28/2019,2019,209,1:29:11 PM,23,B2_R1,2,1,4,0.013050186,16.11014794,270.2736887,0.332568545,0.791868226,12.8,7.5,No,No,NA,36.1
2018,1009,NA,2019,227,NA,48,B2_R3,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1160,580,7/28/2019,2019,209,4:24:28 PM,23,B2_R1,2,1,5,0.006650854,7.211545665,260.3242016,0.120114538,-2.468867793,15,NA,No,No,NA,34.6
2020,1010,NA,2019,227,NA,48,B2_R3,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1271,636,7/28/2019,2019,209,5:33:13 AM,23,B2_R1,4,1,1,0.000332519,2.185405895,260.0794359,0.026908468,0.787526356,1.2,NA,No,No,NA,NA
2022,1011,NA,2019,232,NA,48,B2_R3,4,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1274,637,7/28/2019,2019,209,8:26:44 AM,23,B2_R1,4,1,2,0.007008498,12.95469709,297.6355015,0.312477453,0.791868226,5.9,NA,No,No,NA,29.8
2024,1012,NA,2019,232,NA,48,B2_R3,4,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1275,638,7/28/2019,2019,209,11:14:48 AM,23,B2_R1,4,1,3,0.007226687,12.35616601,249.9963913,0.184443748,-2.468867793,15,NA,No,No,NA,33.2
2026,1013,NA,2019,232,NA,48,B2_R3,4,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1277,639,7/28/2019,2019,209,1:22:32 PM,23,B2_R1,4,1,4,0.008185082,9.97399876,271.3349249,0.187550759,0.791868226,13.2,11.8,No,No,NA,38.8
2028,1014,NA,2019,232,NA,48,B2_R3,4,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1279,640,7/28/2019,2019,209,4:20:07 PM,23,B2_R1,4,1,5,0.007517553,6.686787305,288.7245601,0.152392879,-2.468867793,15.1,NA,No,No,NA,35.1
2030,1015,NA,2019,232,NA,48,B2_R3,4,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1392,696,7/28/2019,2019,209,5:29:39 AM,23,B2_R1,6,1,1,0.00045733,2.723745223,264.7682677,0.035199151,0.795232079,3.2,NA,No,No,NA,NA
1394,697,7/28/2019,2019,209,8:18:37 AM,23,B2_R1,6,1,2,0.00668985,16.41955314,279.1392878,0.324149431,0.791868226,5.8,NA,No,No,NA,32.5
1396,698,7/28/2019,2019,209,11:09:11 AM,23,B2_R1,6,1,3,0.008613092,15.58995479,269.784504,0.294231792,-2.468867793,13.2,NA,No,No,NA,30.1
1398,699,7/28/2019,2019,209,1:15:58 PM,23,B2_R1,6,1,4,0.010205853,15.79515128,265.2170187,0.291160987,0.791868226,10.2,5.7,No,No,NA,34.3
1400,700,7/28/2019,2019,209,4:13:56 PM,23,B2_R1,6,1,5,0.015693999,10.20361041,318.6245667,0.432132288,-2.468867793,13.5,NA,No,No,NA,34.8
1452,726,7/28/2019,2019,209,5:31:56 AM,35,B2_R2,1,1,1,0.000195145,-0.472783834,445.8666196,0.013788319,0.826118049,1.1,NA,No,No,NA,NA
1454,727,7/28/2019,2019,209,8:34:26 AM,35,B2_R2,1,1,2,0.007595496,12.50652895,307.8278389,0.350020177,-2.468867793,8.7,NA,No,No,NA,28.3
1456,728,7/28/2019,2019,209,11:20:47 AM,35,B2_R2,1,1,3,0.006767764,10.31452149,264.9757086,0.174286937,0.791868226,11.2,NA,No,No,NA,34.5
1458,729,7/28/2019,2019,209,1:27:29 PM,35,B2_R2,1,1,4,0.010166263,8.905427997,311.0861154,0.286094174,-2.468867793,15,12.8,No,No,NA,34.4
1460,730,7/28/2019,2019,209,4:24:19 PM,35,B2_R2,1,1,5,0.005645939,4.099651598,293.3508653,0.099570862,0.791868226,12.1,NA,No,No,NA,37.9
1632,816,7/28/2019,2019,209,5:27:38 AM,35,B2_R2,4,1,1,8.8613e-05,-0.589365015,543.8007339,0.006128146,0.813427124,1.3,NA,No,No,NA,NA
1634,817,7/28/2019,2019,209,8:28:37 AM,35,B2_R2,4,1,2,0.005327257,10.9647635,295.2606587,0.240003361,-2.468867793,8,NA,No,No,NA,26.7
1636,818,7/28/2019,2019,209,11:14:27 AM,35,B2_R2,4,1,3,0.008541938,14.63456028,264.2113772,0.256880175,0.791868226,13.3,NA,No,No,NA,32.4
1638,819,7/28/2019,2019,209,1:22:44 PM,35,B2_R2,4,1,4,0.005447196,6.859176425,285.9112018,0.138302368,-2.468867793,15.5,13.5,No,No,NA,34.7
1640,820,7/28/2019,2019,209,4:18:29 PM,35,B2_R2,4,1,5,0.01021522,8.868232181,287.3641807,0.212195729,0.791868226,14.1,NA,No,No,NA,37.9
1752,876,7/28/2019,2019,209,5:23:52 AM,35,B2_R2,6,1,1,0.000456203,-0.763676183,427.65138,0.034373501,0.802600921,1.4,NA,No,No,NA,NA
1754,877,7/28/2019,2019,209,8:22:22 AM,35,B2_R2,6,1,2,0.005430474,11.52791514,304.7686984,0.287605838,-2.468867793,7.8,NA,No,No,NA,27
1756,878,7/28/2019,2019,209,11:07:37 AM,35,B2_R2,6,1,3,0.007763397,13.82061065,267.9489873,0.245880536,0.791868226,9.5,NA,No,No,NA,35.9
1758,879,7/28/2019,2019,209,1:18:39 PM,35,B2_R2,6,1,4,0.014982479,18.98681591,280.8002782,0.475456301,-2.468867793,16.7,11.2,No,No,NA,32.7
1760,880,7/28/2019,2019,209,4:12:15 PM,35,B2_R2,6,1,5,0.012319262,3.228651881,326.9192953,0.201237657,0.791868226,11.7,NA,No,No,NA,35.7
1812,906,7/28/2019,2019,209,6:00:49 AM,48,B2_R3,1,1,1,0.000269949,-0.321204574,417.8333174,0.019245698,0.819979055,1.4,NA,No,No,NA,NA
2052,1026,NA,2019,209,NA,48,B2_R3,5,1,1,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1814,907,7/28/2019,2019,209,9:09:00 AM,48,B2_R3,1,1,2,0.006946622,14.37761624,291.122135,0.319641699,-2.468867793,12.4,NA,No,No,NA,28.3
2054,1027,NA,2019,209,NA,48,B2_R3,5,1,2,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1816,908,7/28/2019,2019,209,12:07:38 PM,48,B2_R3,1,1,3,0.013315091,12.10936571,307.3387014,0.398900433,0.791868226,12.5,NA,No,No,NA,31.9
2056,1028,NA,2019,209,NA,48,B2_R3,5,1,3,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1818,909,7/28/2019,2019,209,1:58:06 PM,48,B2_R3,1,1,4,0.011140436,10.74061821,279.1327967,0.235164183,-2.468867793,16.6,12.6,No,No,NA,35.5
2058,1029,NA,2019,209,NA,48,B2_R3,5,1,4,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1820,910,7/28/2019,2019,209,5:21:25 PM,48,B2_R3,1,1,5,0.007593849,9.093299111,273.7573861,0.171810625,0.791868226,10.5,NA,No,No,NA,37.1
2060,1030,NA,2019,209,NA,48,B2_R3,5,1,5,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA
1932,966,7/28/2019,2019,209,6:04:04 AM,48,B2_R3,3,1,1,4.18672e-05,-0.196251165,497.8723184,0.002908898,0.770250846,1,NA,No,No,NA,NA
