"","X.1","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"1268",2144,1072,"08-20-2019",2019,232,"9:23:27",48,"B2_R3",6,1,"2",0.004893578,16.96648713,262.1588813,0.271555095,0.814224199,28.63937059,29.26200588,1.889623806,50.18138933,-9,NA,"No","No",2,3,"20"
"1269",2145,1073,"07-01-2019",2019,182,"18:04:53",75,"B2_R3",5,3,"4",0.000676622,3.413105519,129.0871296,0.021345202,0.776632986,36.28584516,36.44831935,3.069994265,48.92917788,NA,NA,NA,NA,3,3,NA
"1270",2146,1073,"08-20-2019",2019,232,"11:20:55",48,"B2_R3",6,1,"3",0.007826473,20.72775255,266.1329847,0.378921826,0.820766037,32.79240323,33.47188065,2.194331616,53.95820333,-8.1,NA,"No","No",2,3,"27.3"
"1271",2147,1074,"07-12-2019",2019,193,"8:29:44",75,"B2_R3",5,3,"2",0.000136274,1.357333114,99.74757774,0.007455751,0.822410922,27.33054839,27.70652903,1.800988926,49.54558561,NA,NA,NA,NA,3,3,NA
"1272",2148,1074,"08-20-2019",2019,232,"13:39:25",48,"B2_R3",6,1,"4",0.008105826,20.59268004,269.8945922,0.394503313,0.814224199,35.51821935,36.23695484,2.172999567,60.18700711,-12.3,-6.9,"No","No",2,3,"30.6"
"1273",2149,1075,"07-12-2019",2019,193,"11:17:12",75,"B2_R3",5,3,"3",0.001983314,7.897720134,185.5210317,0.064279203,0.822410922,36.73483226,36.98598065,3.02039128,50.69486417,NA,NA,NA,NA,3,3,NA
"1274",2150,1075,"08-20-2019",2019,232,"16:56:09",48,"B2_R3",6,1,"5",0.008586287,18.54914525,259.953327,0.318565122,0.820766037,36.081475,37.04985,2.799169628,50.55962614,-11.7,NA,"No","No",2,3,"27.8"
"1275",2151,1076,"07-12-2019",2019,193,"13:24:51",75,"B2_R3",5,3,"4",0.001288209,4.03014194,164.1240094,0.029922659,0.822410922,41.8166129,41.4235129,4.114005418,50.64940483,NA,NA,NA,NA,3,3,NA
"1276",2153,1077,"07-12-2019",2019,193,"16:39:17",75,"B2_R3",5,3,"5",0.002150426,2.583335307,264.8916851,0.039485625,0.760068969,46.49091613,46.53181935,5.088727813,50.98558586,NA,NA,NA,NA,3,3,NA
"1277",2155,1078,"07-12-2019",2019,193,"19:00:09",75,"B2_R3",5,3,"6",0.00084075,4.03536314,173.3096836,0.030407841,0.822410922,37.84646774,38.27429677,2.657025241,58.38588428,NA,NA,NA,NA,3,3,NA
"1278",2157,1079,"07-01-2019",2019,182,"10:56:29",23,"B3_R1",2,3,"2",0.003724841,12.38146963,247.9952507,0.148174115,0.776632986,32.67070645,33.75902903,2.539641618,45.90130822,NA,NA,NA,NA,2,3,NA
"1279",2159,1080,"07-01-2019",2019,182,"14:25:30",23,"B3_R1",2,3,"3",0.004489386,14.71397494,222.6154823,0.150084379,0.776632986,36.43987742,37.22531613,2.99036678,48.94835918,NA,NA,NA,NA,2,3,NA
"1280",2161,1081,"07-01-2019",2019,182,"17:37:21",23,"B3_R1",2,3,"4",0.002481587,10.57094925,159.8187204,0.076702598,0.776632986,37.13735806,37.6128,3.168871807,48.83422145,NA,NA,NA,NA,2,3,NA
"1281",2162,1081,"07-25-2019",2019,206,"06:02:41",27,"B3_R1",1,1,"1",0.000312414,-0.356377786,416.586627,0.022594901,0.780944786,23.29004839,24.02858387,1.370678064,49.96221853,-3.2,NA,"No","No",3,1,NA
"1282",2163,1082,"07-12-2019",2019,193,"8:43:47",23,"B3_R1",2,3,"2",0.002551766,11.90454895,242.0809576,0.132700268,0.760068969,29.0934,29.88222258,1.943279047,49.63194538,NA,NA,NA,NA,2,3,NA
"1283",2164,1082,"07-25-2019",2019,206,"07:59:42",27,"B3_R1",1,1,"2",0.00175525,11.00518926,202.8940074,0.095952782,0.828194567,28.02504839,28.48936774,1.834312191,50.3545614,-6,NA,"No","No",3,1,"27.5"
"1284",2165,1083,"07-12-2019",2019,193,"11:20:13",23,"B3_R1",2,3,"3",0.003718138,13.6217693,181.2042056,0.110698786,0.760068969,38.03991935,37.98009677,3.30232539,50.66642103,NA,NA,NA,NA,2,3,NA
"1285",2166,1083,"07-25-2019",2019,206,"11:10:16",27,"B3_R1",1,1,"3",0.008867442,20.21510266,269.8341451,0.308459614,0.8031225,38.11450645,39.2938871,2.96316088,52.32932982,-15.6,NA,"No","No",3,1,"31.9"
"1286",2167,1084,"07-12-2019",2019,193,"13:48:20",23,"B3_R1",2,3,"4",0.002661558,7.958331406,174.0167424,0.062711357,0.760068969,41.92781935,42.10755806,4.069826763,49.96604731,NA,NA,NA,NA,2,3,NA
"1287",2168,1084,"07-25-2019",2019,206,"12:30:13",27,"B3_R1",1,1,"4",0.005426028,11.94889387,222.2359203,0.127101884,0.780944786,43.04725484,43.55090323,4.149169372,51.00001436,-14.8,-10.4,"No","No",3,1,"36.4"
"1288",2169,1085,"07-12-2019",2019,193,"16:57:51",23,"B3_R1",2,3,"5",0.002866003,5.539194416,266.239855,0.079012785,0.822410922,41.11811613,43.12356774,3.497558287,49.98402259,NA,NA,NA,NA,2,3,NA
"1289",2170,1085,"07-25-2019",2019,206,"17:14:26",27,"B3_R1",1,1,"5",0.007398796,10.9419835,260.7207771,0.158489898,0.828194567,44.2670625,44.838,4.544791232,49.54144811,-14.5,NA,"No","No",3,1,"32.9"
"1290",2171,1086,"07-12-2019",2019,193,"19:14:20",23,"B3_R1",2,3,"6",0.002013591,7.200955741,210.0952261,0.066831752,0.760068969,36.58689677,37.38976129,2.928602604,50.23862889,NA,NA,NA,NA,2,3,NA
"1291",2173,1087,"07-01-2019",2019,182,"11:03:14",23,"B3_R1",4,3,"2",0.004607822,18.5439626,228.6713963,0.196375782,0.776632986,33.30872258,34.32526452,2.391152209,50.53111511,NA,NA,NA,NA,2,3,NA
"1292",2175,1088,"07-01-2019",2019,182,"14:31:37",23,"B3_R1",4,3,"3",0.004484215,14.45484804,222.0993098,0.146928939,0.776632986,36.67391935,37.42370968,3.047168791,48.76435602,NA,NA,NA,NA,2,3,NA
"1293",2177,1089,"07-01-2019",2019,182,"17:23:30",23,"B3_R1",4,3,"4",0.003606312,11.31795722,239.5431865,0.127666812,0.776632986,35.70008387,36.58756774,2.809968697,49.65839217,NA,NA,NA,NA,2,3,NA
"1294",2179,1090,"07-01-2019",2019,182,"19:07:25",23,"B3_R1",4,3,"5",0.000648519,4.207690292,154.7337198,0.028813785,0.776632986,31.3314871,32.32503548,2.207539397,49.13629948,NA,NA,NA,NA,2,3,NA
"1295",2181,1091,"07-12-2019",2019,193,"8:51:01",23,"B3_R1",4,3,"2",0.001413929,7.949691524,185.6259429,0.067168725,0.760068969,30.45232903,31.05845161,2.088883265,50.44852989,NA,NA,NA,NA,2,3,NA
"1296",2182,1091,"08-01-2019",2019,213,"06:05:46",27,"B3_R1",1,1,"1",0.000153824,0.171663933,372.6882981,0.01377557,0.844341626,17.79264839,19.22283226,1.114022815,41.60944047,-3,NA,"No","No",3,1,NA
"1297",2183,1092,"07-12-2019",2019,193,"11:26:29",23,"B3_R1",4,3,"3",0.002376686,10.18318059,133.462419,0.066219734,0.760068969,38.80532258,38.76504516,3.484935666,49.98976626,NA,NA,NA,NA,2,3,NA
"1298",2184,1092,"08-01-2019",2019,213,"9:09:46",27,"B3_R1",1,1,"2",0.004994128,13.29979365,291.1244823,0.280621019,-0.882032144,29.26658065,30.48615806,1.863332054,50.69528287,-6.3,NA,"No","No",3,1,"-"
"1299",2185,1093,"07-12-2019",2019,193,"13:55:11",23,"B3_R1",4,3,"4",0.000894435,3.515789608,87.57599995,0.019199778,0.760068969,42.87075806,42.28815484,4.408463808,50.4293856,NA,NA,NA,NA,2,3,NA
"1300",2186,1093,"08-01-2019",2019,213,"12:00:39",27,"B3_R1",1,1,"3",0.009107785,17.60340962,273.8577896,0.349444769,0.844341626,35.92331613,37.33695806,2.729544057,50.05049361,-9.3,NA,"No","No",3,1,"28.8"
"1301",2187,1094,"07-12-2019",2019,193,"16:53:09",23,"B3_R1",4,3,"5",0.000930187,2.003394905,219.6481656,0.020504084,0.822410922,42.97583871,42.79352903,4.294716186,50.98687666,NA,NA,NA,NA,2,3,NA
"1302",2188,1094,"08-01-2019",2019,213,"14:07:51",27,"B3_R1",1,1,"4",0.010897414,16.38776407,287.0577893,0.394191206,-0.882032144,38.20965484,39.29590645,2.902854052,53.65286551,-9,-6.5,"No","No",3,1,"28.9"
"1303",2189,1095,"07-12-2019",2019,193,"19:20:33",23,"B3_R1",4,3,"6",0.000342422,1.295227554,198.7127438,0.011118939,0.760068969,36.53709355,37.13504194,2.954443884,50.26950816,NA,NA,NA,NA,2,3,NA
"1304",2190,1095,"08-01-2019",2019,213,"17:37:48",27,"B3_R1",1,1,"5",0.007816808,16.33275565,276.3156675,0.320616553,0.844341626,36.57530968,37.56996452,2.52265506,55.93028521,-8,NA,"No","No",3,1,"28.1"
"1305",2191,1096,"07-12-2019",2019,193,"8:58:22",23,"B3_R1",5,3,"2",0.004638765,13.59595397,290.1648465,0.241507066,0.760068969,30.36367742,31.56817097,1.984854491,50.76410893,NA,NA,NA,NA,2,3,NA
"1306",2193,1097,"07-12-2019",2019,193,"11:31:49",23,"B3_R1",5,3,"3",0.005496534,15.72326622,230.9513356,0.172539243,0.760068969,37.74133871,38.50392258,3.179141218,49.48490832,NA,NA,NA,NA,2,3,NA
"1307",2195,1098,"07-12-2019",2019,193,"14:00:29",23,"B3_R1",5,3,"4",0.007513427,14.41498644,261.2848837,0.202148816,0.760068969,40.14085484,41.84027097,3.7051869,46.05200344,NA,NA,NA,NA,2,3,NA
"1308",2197,1099,"07-12-2019",2019,193,"16:46:20",23,"B3_R1",5,3,"5",0.005776899,13.17606527,226.3123629,0.14225875,0.822410922,41.96322581,42.54848065,3.970398618,50.17425323,NA,NA,NA,NA,2,3,NA
"1309",2199,1100,"07-12-2019",2019,193,"19:26:02",23,"B3_R1",5,3,"6",0.000916065,1.315073423,310.3012991,0.02941488,0.760068969,35.78402258,36.6052129,3.009587858,46.81621242,NA,NA,NA,NA,2,3,NA
"1310",2201,1101,"07-01-2019",2019,182,"11:09:41",23,"B3_R1",6,3,"2",0.003213016,15.68968011,172.9780519,0.12547321,0.776632986,33.86976774,34.33445484,2.564242072,50.33665977,NA,NA,NA,NA,2,3,NA
"1311",2203,1102,"07-01-2019",2019,182,"14:43:46",23,"B3_R1",6,3,"3",0.003650556,13.22801853,189.9495035,0.111680838,0.776632986,37.4278,37.94934839,3.229944785,48.55616341,NA,NA,NA,NA,2,3,NA
"1312",2205,1103,"07-01-2019",2019,182,"17:32:17",23,"B3_R1",6,3,"4",0.003120491,9.93875023,181.6692605,0.080998529,0.776632986,37.64630968,37.95885161,3.782255472,41.37748393,NA,NA,NA,NA,2,3,NA
"1313",2207,1104,"07-01-2019",2019,182,"12:12:22",78,"B3_R2",1,3,"2",0.00496089,15.78428027,236.188621,0.180320348,0.776632986,36.00682581,36.82665161,2.773783758,51.19304584,NA,NA,NA,NA,2,4,NA
"1314",2209,1105,"07-01-2019",2019,182,"15:26:35",78,"B3_R2",1,3,"3",0.005574778,15.01618903,235.7882287,0.16911255,0.776632986,38.25566129,39.09325806,3.292142688,48.96541198,NA,NA,NA,NA,2,4,NA
"1315",2211,1106,"07-01-2019",2019,182,"18:15:23",78,"B3_R2",1,3,"4",0.00135611,6.339558961,175.9694399,0.048568597,0.776632986,34.85359677,35.66792258,2.731154417,48.99748505,NA,NA,NA,NA,2,4,NA
"1316",2212,1106,"09-05-2019",2019,248,"6:26:47",27,"B3_R1",1,1,"1",0.000666178,-0.792779304,416.5602284,0.052839934,0.821130852,22.27650645,23.3810871,1.26259946,49.76695916,-3.1,NA,"No","No",3,1,NA
"1317",2213,1107,"07-12-2019",2019,193,"9:10:13",78,"B3_R2",2,3,"2",0.002949917,12.44693672,246.3563727,0.14514024,0.760068969,30.53701935,31.57650323,2.053631378,50.19542425,NA,NA,NA,NA,2,4,NA
"1318",2214,1107,"09-05-2019",2019,248,"09:48:02",27,"B3_R1",1,1,"2",0.006740529,15.64598094,290.4828076,0.350930027,0.839705664,31.17855806,32.5833,2.035392854,51.10660631,-9.2,NA,"No","No",3,1,NA
"1319",2215,1108,"07-12-2019",2019,193,"11:48:00",78,"B3_R2",2,3,"3",0.003018495,10.64266969,181.1951932,0.086240421,0.760068969,38.32132903,38.30215161,3.419588289,49.57092479,NA,NA,NA,NA,2,4,NA
"1320",2216,1108,"09-05-2019",2019,248,"12:10:23",27,"B3_R1",1,1,"3",0.007261277,17.68803947,264.7030138,0.308179736,0.821130852,34.62252903,36.0304129,2.454420329,51.46454379,-13.9,NA,"No","No",3,1,NA
"1321",2217,1109,"07-12-2019",2019,193,"14:13:18",78,"B3_R2",2,3,"4",0.00517356,13.71255441,199.7012388,0.127056817,0.760068969,42.18563871,42.33855161,3.957104476,52.04348621,NA,NA,NA,NA,2,4,NA
"1322",2218,1109,"09-05-2019",2019,248,"14:22:16",27,"B3_R1",1,1,"4",0.008246447,17.67688126,252.5817423,0.281181914,0.839705664,36.90385484,37.36226774,3.020149767,50.56612296,-15,-10,"No","No",3,1,NA
"1323",2219,1110,"07-12-2019",2019,193,"17:21:08",78,"B3_R2",2,3,"5",0.003978992,10.14213468,213.7900239,0.100208905,0.822410922,41.63935806,42.18032581,3.845678394,50.97832135,NA,NA,NA,NA,2,4,NA
"1324",2220,1110,"09-05-2019",2019,248,"17:09:56",27,"B3_R1",1,1,"5",0.005202512,13.14723464,242.0118515,0.174557058,0.821130852,37.1213871,37.85134194,2.989339305,50.84067278,-13.8,NA,"No","No",3,1,NA
"1325",2221,1111,"07-12-2019",2019,193,"19:38:15",78,"B3_R2",2,3,"6",0.000854304,3.259045227,220.292628,0.031698517,0.760068969,34.80341935,35.74992258,2.609143788,50.58469869,NA,NA,NA,NA,2,4,NA
"1326",2223,1112,"07-01-2019",2019,182,"12:05:41",78,"B3_R2",3,3,"2",0.005580317,17.99207567,233.8180744,0.211231165,0.776632986,35.23713226,36.08118065,2.688436854,50.61365283,NA,NA,NA,NA,2,4,NA
"1327",2225,1113,"07-01-2019",2019,182,"15:21:17",78,"B3_R2",3,3,"3",0.004362176,13.61591142,218.5480441,0.135771858,0.776632986,37.70596129,38.6214871,3.189200026,48.84281122,NA,NA,NA,NA,2,4,NA
"1328",2227,1114,"07-01-2019",2019,182,"18:20:18",78,"B3_R2",3,3,"4",0.001679509,7.363887703,193.5717658,0.061853023,0.776632986,34.62414839,35.31847419,2.665600193,49.85893862,NA,NA,NA,NA,2,4,NA
"1329",2229,1115,"07-01-2019",2019,182,"19:29:33",78,"B3_R2",3,3,"5",0.000582968,2.832146546,215.9314316,0.026296558,0.776632986,31.02018,31.51842,2.174722489,50.40072535,NA,NA,NA,NA,2,4,NA
"1330",2231,1116,"07-12-2019",2019,193,"9:15:56",78,"B3_R2",3,3,"2",0.006193638,16.94007933,295.6269209,0.337310586,0.760068969,30.54601613,32.0727,1.937456974,51.27365111,NA,NA,NA,NA,2,4,NA
"1331",2232,1116,"07-28-2019",2019,209,"06:17:08",27,"B3_R1",2,1,"1",0.000185345,-0.504988368,451.5114134,0.013402567,0.7644544,23.22374839,24.07140323,1.368706231,49.51814201,-1.6,NA,"No","No",3,1,NA
"1332",2233,1117,"07-12-2019",2019,193,"11:59:48",78,"B3_R2",3,3,"3",0.007347879,18.54874328,245.2400272,0.227081975,0.760068969,38.4153871,39.03827742,3.263391925,50.35013541,NA,NA,NA,NA,2,4,NA
"1333",2234,1117,"07-28-2019",2019,209,"10:21:12",27,"B3_R1",2,1,"2",0.009158032,5.436313384,349.6406824,0.385529075,-2.468867793,35.19032903,38.56703871,2.51034682,46.58438514,-11.5,NA,"No","No",3,1,"29.7"
"1334",2235,1118,"07-12-2019",2019,193,"14:18:07",78,"B3_R2",3,3,"4",0.006468672,14.52487258,233.8617896,0.164535572,0.760068969,41.77987097,42.61400323,3.85977626,50.37181983,NA,NA,NA,NA,2,4,NA
"1335",2236,1118,"07-28-2019",2019,209,"12:43:24",27,"B3_R1",2,1,"3",0.012933969,12.60646339,301.1633616,0.379941459,0.791868226,41.70387742,43.7961129,3.51377621,50.81672651,-11,NA,"No","No",3,1,"34"
"1336",2237,1119,"07-12-2019",2019,193,"17:15:18",78,"B3_R2",3,3,"5",0.006458053,14.17454882,244.8921075,0.174684584,0.822410922,41.31765161,42.26919032,3.645615035,51.50216602,NA,NA,NA,NA,2,4,NA
"1337",2238,1119,"07-28-2019",2019,209,"14:57:35",27,"B3_R1",2,1,"4",0.010053206,11.73103105,278.1232237,0.244993022,-2.468867793,44.55825,45.66768333,4.065266909,53.69044083,-16.9,-11,"No","No",3,1,"30.8"
"1338",2239,1120,"07-12-2019",2019,193,"19:43:46",78,"B3_R2",3,3,"6",0.000480214,2.402592965,159.8082226,0.017055157,0.760068969,34.99895484,35.5966871,2.716317767,50.22049635,NA,NA,NA,NA,2,4,NA
"1339",2240,1120,"07-28-2019",2019,209,"18:04:16",27,"B3_R1",2,1,"5",0.00735897,9.574352651,273.4382168,0.181528961,0.791868226,42.31143226,43.08193871,3.987921998,50.33482593,-8.2,NA,"No","No",3,1,"32"
"1340",2241,1121,"07-01-2019",2019,182,"11:58:31",78,"B3_R2",5,3,"2",0.005704068,20.36188273,232.5670139,0.224631697,0.776632986,34.46572258,35.38972903,2.597376506,50.00521386,NA,NA,NA,NA,2,4,NA
"1341",2243,1122,"07-01-2019",2019,182,"15:14:53",78,"B3_R2",5,3,"3",0.002744167,9.089013907,178.6120072,0.072509996,0.776632986,38.29880968,38.52173226,3.702829283,44.72967022,NA,NA,NA,NA,2,4,NA
"1342",2245,1123,"07-01-2019",2019,182,"18:26:14",78,"B3_R2",5,3,"4",0.001302784,6.595011747,175.0058391,0.050144568,0.776632986,33.79785484,34.89105806,2.548055044,48.71421367,NA,NA,NA,NA,2,4,NA
"1343",2247,1124,"07-12-2019",2019,193,"9:22:26",78,"B3_R2",6,3,"2",0.004102694,14.66715563,261.4948285,0.195102981,0.760068969,31.53733871,32.83725806,2.145220919,50.06367135,NA,NA,NA,NA,2,4,NA
"1344",2249,1125,"07-12-2019",2019,193,"12:06:31",78,"B3_R2",6,3,"3",0.004183943,10.94472439,225.7134748,0.115300603,0.760068969,39.43291935,39.75966774,3.556808198,49.66766122,NA,NA,NA,NA,2,4,NA
"1345",2251,1126,"07-12-2019",2019,193,"14:24:14",78,"B3_R2",6,3,"4",0.005464767,13.11909207,219.8217493,0.138541963,0.760068969,41.93917419,42.91145484,3.845842396,50.54884494,NA,NA,NA,NA,2,4,NA
"1346",2252,1126,"08-15-2019",2019,227,"6:41:25",27,"B3_R1",2,1,"1",0.000693092,-0.479035262,406.1089677,0.054500624,0.804241053,22.1471129,22.97871613,1.27623674,49.75588063,-1.6,NA,"No","No",3,1,NA
"1347",2253,1127,"07-12-2019",2019,193,"17:09:49",78,"B3_R2",6,3,"5",0.001065135,2.221654837,249.6510243,0.027547176,0.822410922,41.61593871,42.9063,3.678077078,50.89604882,NA,NA,NA,NA,2,4,NA
"1348",2254,1127,"08-15-2019",2019,227,"09:36:37",27,"B3_R1",2,1,"2",0.008245793,18.25907684,289.3699787,0.327749864,0.906757924,35.41228065,36.93274516,2.625025874,50.20222238,-8.4,NA,"No","No",3,1,"27.6"
"1349",2255,1128,"07-12-2019",2019,193,"19:52:06",78,"B3_R2",6,3,"6",0.000347791,2.389373587,81.58240631,0.012591448,0.760068969,34.7062,35.42603871,2.663763214,50.03208619,NA,NA,NA,NA,2,4,NA
"1350",2256,1128,"08-15-2019",2019,227,"12:09:31",27,"B3_R1",2,1,"3",0.01364029,13.11514542,302.3663122,0.406236936,0.804241053,41.39464839,43.28765484,3.497675264,50.87210653,-9.5,NA,"No","No",3,1,"31.9"
"1351",2257,1129,"07-12-2019",2019,193,"9:32:11",48,"B3_R3",1,3,"2",0.001049734,6.385829948,145.7040934,0.042596436,0.760068969,32.75127742,33.22025161,2.419592788,50.09489694,NA,NA,NA,NA,2,1,NA
"1352",2258,1129,"08-15-2019",2019,227,"14:44:56",27,"B3_R1",2,1,"4",0.011653341,22.46195976,268.9008666,0.346059937,0.906757924,42.28280968,44.7145,3.441626544,51.8595811,-15.1,-9.8,"No","No",3,1,"31.4"
"1353",2259,1130,"07-12-2019",2019,193,"12:19:49",48,"B3_R3",1,3,"3",0.003190904,9.964887901,199.1726903,0.088695456,0.760068969,39.20912581,39.48956774,3.504666636,49.92371817,NA,NA,NA,NA,2,1,NA
"1354",2260,1130,"08-15-2019",2019,227,"17:35:24",27,"B3_R1",2,1,"5",0.011684729,14.36618899,280.1125567,0.318841377,0.804241053,42.3979129,44.08423548,3.719977516,51.10438456,-8.8,NA,"No","No",3,1,"30.8"
"1355",2261,1131,"07-12-2019",2019,193,"14:34:52",48,"B3_R3",1,3,"4",0.002654204,7.697318805,166.0249758,0.058390663,0.760068969,43.32723226,43.48583548,4.32929806,50.59154021,NA,NA,NA,NA,2,1,NA
"1356",2262,1131,"08-20-2019",2019,232,"6:38:19",27,"B3_R1",2,1,"1",0.005513003,-0.65426748,396.6634531,1.525485707,0.820766037,16.48467742,19.14657419,0.490210768,62.5382993,-1.1,NA,"No","No",3,1,NA
"1357",2263,1132,"07-12-2019",2019,193,"17:32:07",48,"B3_R3",1,3,"5",0.002270215,5.643940005,222.1379513,0.057881834,0.822410922,41.15076129,41.71982581,3.766443883,50.66525911,NA,NA,NA,NA,2,1,NA
"1358",2264,1132,"08-20-2019",2019,232,"9:55:53",27,"B3_R1",2,1,"2",0.00418718,14.1328977,262.9924181,0.219252801,0.814224199,30.20872941,31.47881176,1.972254297,50.46450652,-7,NA,"No","No",3,1,"23.2"
"1359",2265,1133,"07-12-2019",2019,193,"20:02:20",48,"B3_R3",1,3,"6",0.000254398,1.748091886,87.82729159,0.009340453,0.760068969,34.32801613,34.89750968,2.626612921,50.12004261,NA,NA,NA,NA,2,1,NA
"1360",2266,1133,"08-20-2019",2019,232,"11:48:17",27,"B3_R1",2,1,"3",0.009501116,19.08388918,281.044393,0.421698334,0.820766037,34.13366129,35.27367742,2.408621315,51.86734461,-7.7,NA,"No","No",3,1,"30.8"
"1361",2267,1134,"07-01-2019",2019,182,"11:53:56",48,"B3_R3",2,3,"2",0.004206077,12.09634315,247.097633,0.162911799,0.774975295,34.7222129,35.43453548,2.592645353,51.32320558,NA,NA,NA,NA,2,1,NA
"1362",2268,1134,"08-20-2019",2019,232,"14:16:39",27,"B3_R1",2,1,"4",0.009479411,20.50463639,280.8431634,0.457673457,0.814224199,36.10781935,36.91294194,2.216028521,60.37042028,-11.8,-5.8,"No","No",3,1,"31.1"
"1363",2269,1135,"07-01-2019",2019,182,"15:02:09",48,"B3_R3",2,3,"3",0.002065913,8.002760759,172.4339776,0.064179061,0.774975295,37.16034516,37.58091613,3.135536657,49.55359149,NA,NA,NA,NA,2,1,NA
"1364",2270,1135,"08-20-2019",2019,232,"17:21:07",27,"B3_R1",2,1,"5",0.010852264,19.18457453,281.2139875,0.435486887,0.820766037,34.89415,36.42395,2.663104966,48.32354778,-10.5,NA,"No","No",3,1,"30.4"
"1365",2271,1136,"07-01-2019",2019,182,"17:45:18",48,"B3_R3",2,3,"4",0.002574079,8.845654927,220.0977119,0.093245892,0.774975295,35.65191034,36.43162069,2.712364805,51.42667864,NA,NA,NA,NA,2,1,NA
"1366",2273,1137,"07-01-2019",2019,182,"11:59:01",48,"B3_R3",3,3,"2",0.002202296,7.624698813,208.9603046,0.073910778,0.774975295,36.4699871,36.4439871,2.917333929,52.44282473,NA,NA,NA,NA,2,1,NA
"1367",2275,1138,"07-01-2019",2019,182,"15:08:45",48,"B3_R3",3,3,"3",0.001299027,4.586645419,178.2047881,0.037072611,0.774975295,38.27337419,38.25616774,3.381486576,49.99890633,NA,NA,NA,NA,2,1,NA
"1368",2277,1139,"07-01-2019",2019,182,"17:51:43",48,"B3_R3",3,3,"4",0.001622129,6.901591177,163.3129732,0.052127832,0.774975295,36.68168621,36.76486207,3.022244598,50.99140368,NA,NA,NA,NA,2,1,NA
"1369",2279,1140,"07-01-2019",2019,182,"19:28:12",48,"B3_R3",3,3,"5",0.000633555,3.912345006,147.5643749,0.026570673,0.774975295,32.0208,32.53772258,2.326219057,49.8641193,NA,NA,NA,NA,2,1,NA
"1370",2281,1141,"07-12-2019",2019,193,"9:39:06",48,"B3_R3",3,3,"2",0.001694302,8.522915916,191.9235232,0.070583662,0.760068969,32.7006,33.4627129,2.371979569,50.06327579,NA,NA,NA,NA,2,1,NA
"1371",2282,1141,"07-25-2019",2019,206,"05:58:58",27,"B3_R1",3,1,"1",0.0002466,0.713877368,325.949634,0.018004335,0.829238646,23.11495806,23.90432581,1.356614746,49.79460377,-2.3,NA,"No","No",3,1,NA
"1372",2283,1142,"07-12-2019",2019,193,"12:25:45",48,"B3_R3",3,3,"3",0.001921728,6.678996903,153.0978015,0.047342166,0.760068969,40.7797,40.50972581,3.897470071,50.28428295,NA,NA,NA,NA,2,1,NA
"1373",2284,1142,"07-25-2019",2019,206,"08:08:09",27,"B3_R1",3,1,"2",0.003355828,13.37378754,255.7116478,0.166773265,0.828194567,30.13062258,30.89365484,2.043580222,50.1536994,-6.9,NA,"No","No",3,1,"25.9"
"1374",2285,1143,"07-12-2019",2019,193,"14:40:34",48,"B3_R3",3,3,"4",-0.000395308,2.267368378,817.7063733,-0.00774976,0.760068969,44.47758065,44.07263226,4.764182894,50.26325375,NA,NA,NA,NA,2,1,NA
"1375",2286,1143,"07-25-2019",2019,206,"11:17:07",27,"B3_R1",3,1,"3",0.006750111,15.80085857,245.8095813,0.197387589,0.8031225,39.34634194,39.35534194,3.428412858,52.08294226,-15,NA,"No","No",3,1,"30.4"
"1376",2287,1144,"07-12-2019",2019,193,"17:37:13",48,"B3_R3",3,3,"5",0.001174452,2.24677684,247.9588086,0.027980556,0.822410922,41.72791935,41.66018065,3.996266589,51.00334807,NA,NA,NA,NA,2,1,NA
"1377",2288,1144,"07-25-2019",2019,206,"12:23:22",27,"B3_R1",3,1,"4",0.007281745,14.91488907,232.6712483,0.174141957,0.780944786,41.63013871,42.4354129,4.135752695,46.81356886,-14.1,-9.9,"No","No",3,1,"33.1"
"1378",2289,1145,"07-12-2019",2019,193,"20:07:52",48,"B3_R3",3,3,"6",0.000347592,1.947352701,148.1206221,0.013030176,0.760068969,33.99740645,34.5556,2.577054424,50.17709985,NA,NA,NA,NA,2,1,NA
"1379",2290,1145,"07-25-2019",2019,206,"17:18:42",27,"B3_R1",3,1,"5",0.007510535,12.20673387,253.8010905,0.165711497,0.828194567,44.05540313,44.70146563,4.421521189,50.12316638,-15,NA,"No","No",3,1,"32.1"
"1380",2291,1146,"07-01-2019",2019,182,"12:03:55",48,"B3_R3",6,3,"2",0.003367568,12.63363462,184.5831063,0.111709616,0.774975295,36.65766452,36.94850968,2.97717084,51.06977214,NA,NA,NA,NA,2,1,NA
"1381",2293,1147,"07-01-2019",2019,182,"15:16:01",48,"B3_R3",6,3,"3",0.003554052,10.38326148,229.3910285,0.120351844,0.774975295,36.99299355,37.88336452,2.913466666,51.2296295,NA,NA,NA,NA,2,1,NA
"1382",2295,1148,"07-01-2019",2019,182,"17:57:29",48,"B3_R3",6,3,"4",0.001226081,5.97627373,130.5446775,0.03873299,0.774975295,36.69252069,36.85232759,3.064440446,50.13227332,NA,NA,NA,NA,2,1,NA
